u00000000:('Miguel Costa', 'Natal/RN', (24, 8, 1992))
u00000415:(['u00000580', 'u00000186', 'u00000948', 'u00000474', 'u00000850', 'u00000964', 'u00000260', 'u00000420', 'u00000078', 'u00000661', 'u00000814', 'u00000944', 'u00000514', 'u00000335', 'u00000409', 'u00000253', 'u00000003', 'u00000912', 'u00000887', 'u00000228', 'u00000310', 'u00000679', 'u00000300', 'u00000364', 'u00000678', 'u00000245', 'u00000513', 'u00000655', 'u00000201', 'u00000283', 'u00000725', 'u00000540', 'u00000720', 'u00000683', 'u00000126', 'u00000482', 'u00000909', 'u00000695', 'u00000572', 'u00000212', 'u00000014', 'u00000658', 'u00000872', 'u00000110', 'u00000029', 'u00000997', 'u00000345', 'u00000084', 'u00000705', 'u00000579', 'u00000727', 'u00000356', 'u00000557', 'u00000292', 'u00000221', 'u00000326', 'u00000472', 'u00000943', 'u00000601', 'u00000568', 'u00000171'], ['u00000006', 'u00000007', 'u00000044', 'u00000050', 'u00000060', 'u00000062', 'u00000093', 'u00000107', 'u00000108', 'u00000116', 'u00000123', 'u00000139', 'u00000197', 'u00000215', 'u00000225', 'u00000231', 'u00000332', 'u00000340', 'u00000383', 'u00000408', 'u00000424', 'u00000430', 'u00000483', 'u00000502', 'u00000521', 'u00000532', 'u00000533', 'u00000549', 'u00000551', 'u00000554', 'u00000577', 'u00000589', 'u00000595', 'u00000628', 'u00000631', 'u00000641', 'u00000643', 'u00000650', 'u00000653', 'u00000722', 'u00000731', 'u00000782', 'u00000822', 'u00000859', 'u00000863', 'u00000876', 'u00000905', 'u00000913', 'u00000922', 'u00000927', 'u00000951', 'u00000953', 'u00000988'], ['u00000057', 'u00000445', 'u00000777', 'u00000880', 'u00000995'])
u00000416:(['u00000205', 'u00000306', 'u00000765', 'u00000556', 'u00000822', 'u00000495', 'u00000528', 'u00000352', 'u00000635', 'u00000745', 'u00000008', 'u00000930', 'u00000513', 'u00000403', 'u00000453', 'u00000015', 'u00000480', 'u00000213', 'u00000920', 'u00000289', 'u00000290', 'u00000431', 'u00000212', 'u00000693', 'u00000777', 'u00000518', 'u00000575', 'u00000881', 'u00000515', 'u00000041', 'u00000263', 'u00000168', 'u00000355', 'u00000953', 'u00000454', 'u00000778', 'u00000944', 'u00000458', 'u00000592', 'u00000381', 'u00000914', 'u00000839', 'u00000735', 'u00000715', 'u00000724', 'u00000533', 'u00000978', 'u00000077', 'u00000092', 'u00000400', 'u00000871', 'u00000484', 'u00000380', 'u00000699', 'u00000042', 'u00000105', 'u00000700', 'u00000567', 'u00000467', 'u00000946', 'u00000219', 'u00000487', 'u00000792', 'u00000549', 'u00000138', 'u00000670', 'u00000181', 'u00000566', 'u00000057', 'u00000327', 'u00000585', 'u00000121', 'u00000059', 'u00000833', 'u00000755', 'u00000650', 'u00000865'], ['u00000017', 'u00000028', 'u00000037', 'u00000101', 'u00000114', 'u00000150', 'u00000167', 'u00000173', 'u00000182', 'u00000192', 'u00000197', 'u00000254', 'u00000267', 'u00000272', 'u00000273', 'u00000299', 'u00000303', 'u00000356', 'u00000359', 'u00000370', 'u00000392', 'u00000399', 'u00000414', 'u00000481', 'u00000488', 'u00000493', 'u00000506', 'u00000521', 'u00000525', 'u00000568', 'u00000579', 'u00000599', 'u00000623', 'u00000661', 'u00000665', 'u00000677', 'u00000714', 'u00000790', 'u00000803', 'u00000812', 'u00000825', 'u00000830', 'u00000831', 'u00000840', 'u00000856', 'u00000860', 'u00000862', 'u00000991'], ['u00000405', 'u00000179', 'u00000083', 'u00000428'])
u00000417:(['u00000922', 'u00000711', 'u00000065', 'u00000569', 'u00000698', 'u00000208', 'u00000954', 'u00000478', 'u00000868', 'u00000387', 'u00000986', 'u00000339', 'u00000716', 'u00000383', 'u00000524', 'u00000996', 'u00000189', 'u00000729', 'u00000888', 'u00000517', 'u00000045', 'u00000714', 'u00000898', 'u00000107', 'u00000316', 'u00000591', 'u00000212', 'u00000435', 'u00000026', 'u00000821', 'u00000749', 'u00000256', 'u00000184', 'u00000177', 'u00000786', 'u00000420', 'u00000874', 'u00000079', 'u00000370', 'u00000848', 'u00000791', 'u00000084', 'u00000747', 'u00000283', 'u00000991', 'u00000826', 'u00000031', 'u00000442', 'u00000853', 'u00000973', 'u00000872', 'u00000518', 'u00000198', 'u00000405', 'u00000458', 'u00000099', 'u00000136', 'u00000514', 'u00000345', 'u00000368', 'u00000903', 'u00000451', 'u00000846', 'u00000801', 'u00000800', 'u00000147', 'u00000490', 'u00000828', 'u00000220', 'u00000948', 'u00000365', 'u00000866', 'u00000533', 'u00000776', 'u00000757', 'u00000713', 'u00000306', 'u00000077', 'u00000739', 'u00000290', 'u00000263', 'u00000912'], ['u00000009', 'u00000013', 'u00000015', 'u00000040', 'u00000051', 'u00000089', 'u00000100', 'u00000109', 'u00000114', 'u00000117', 'u00000119', 'u00000145', 'u00000154', 'u00000155', 'u00000179', 'u00000211', 'u00000225', 'u00000230', 'u00000234', 'u00000260', 'u00000292', 'u00000309', 'u00000347', 'u00000348', 'u00000353', 'u00000394', 'u00000402', 'u00000419', 'u00000421', 'u00000441', 'u00000477', 'u00000482', 'u00000509', 'u00000526', 'u00000548', 'u00000562', 'u00000602', 'u00000629', 'u00000630', 'u00000643', 'u00000652', 'u00000654', 'u00000684', 'u00000697', 'u00000703', 'u00000722', 'u00000768', 'u00000787', 'u00000812', 'u00000833', 'u00000873', 'u00000889', 'u00000890', 'u00000905', 'u00000908', 'u00000917', 'u00000921', 'u00000932', 'u00000940', 'u00000969', 'u00000974'], ['u00000028', 'u00000506', 'u00000648', 'u00000708', 'u00000810'])
u00000418:(['u00000460', 'u00000123', 'u00000337', 'u00000096', 'u00000209', 'u00000805', 'u00000710', 'u00000617', 'u00000317', 'u00000959', 'u00000510', 'u00000125', 'u00000659', 'u00000217', 'u00000350', 'u00000450', 'u00000896', 'u00000753', 'u00000520', 'u00000941', 'u00000846', 'u00000897', 'u00000375', 'u00000352', 'u00000549', 'u00000601', 'u00000388', 'u00000672', 'u00000250', 'u00000712', 'u00000370', 'u00000542', 'u00000689', 'u00000192', 'u00000543', 'u00000804', 'u00000485', 'u00000983', 'u00000169', 'u00000793', 'u00000274', 'u00000607', 'u00000749', 'u00000414', 'u00000472', 'u00000155', 'u00000585', 'u00000787', 'u00000746', 'u00000613', 'u00000067', 'u00000578', 'u00000276', 'u00000642', 'u00000921', 'u00000851', 'u00000056', 'u00000114', 'u00000524', 'u00000563', 'u00000213', 'u00000931', 'u00000367', 'u00000790', 'u00000104', 'u00000684', 'u00000615', 'u00000025', 'u00000828', 'u00000517', 'u00000626', 'u00000057', 'u00000774', 'u00000459', 'u00000888', 'u00000721', 'u00000290', 'u00000822', 'u00000043', 'u00000629', 'u00000526', 'u00000873', 'u00000866', 'u00000512'], ['u00000012', 'u00000019', 'u00000023', 'u00000031', 'u00000046', 'u00000076', 'u00000112', 'u00000118', 'u00000203', 'u00000212', 'u00000242', 'u00000251', 'u00000255', 'u00000256', 'u00000267', 'u00000273', 'u00000292', 'u00000301', 'u00000310', 'u00000316', 'u00000318', 'u00000323', 'u00000348', 'u00000369', 'u00000438', 'u00000463', 'u00000466', 'u00000484', 'u00000534', 'u00000538', 'u00000558', 'u00000562', 'u00000573', 'u00000592', 'u00000608', 'u00000622', 'u00000631', 'u00000670', 'u00000679', 'u00000725', 'u00000754', 'u00000776', 'u00000783', 'u00000833', 'u00000859', 'u00000864', 'u00000884', 'u00000923', 'u00000932', 'u00000933', 'u00000958', 'u00000963', 'u00000969', 'u00000971', 'u00000973', 'u00000982', 'u00000986', 'u00000998', 'u00000999'], ['u00000262', 'u00000230', 'u00000687', 'u00000891', 'u00000892'])
u00000419:(['u00000319', 'u00000655', 'u00000392', 'u00000576', 'u00000035', 'u00000171', 'u00000720', 'u00000081', 'u00000955', 'u00000070', 'u00000927', 'u00000842', 'u00000699', 'u00000407', 'u00000187', 'u00000994', 'u00000626', 'u00000019', 'u00000570', 'u00000975', 'u00000126', 'u00000725', 'u00000604', 'u00000340', 'u00000965', 'u00000341', 'u00000921', 'u00000092', 'u00000445', 'u00000545', 'u00000433', 'u00000519', 'u00000978', 'u00000778', 'u00000024', 'u00000198', 'u00000739', 'u00000755', 'u00000264', 'u00000559', 'u00000096', 'u00000646', 'u00000155', 'u00000005', 'u00000488', 'u00000920', 'u00000681', 'u00000417', 'u00000287', 'u00000708', 'u00000004', 'u00000846', 'u00000651', 'u00000275', 'u00000031', 'u00000422', 'u00000447', 'u00000900', 'u00000766', 'u00000598', 'u00000697', 'u00000479', 'u00000738', 'u00000234', 'u00000209', 'u00000174', 'u00000860', 'u00000273'], ['u00000008', 'u00000017', 'u00000038', 'u00000055', 'u00000062', 'u00000103', 'u00000104', 'u00000119', 'u00000121', 'u00000125', 'u00000195', 'u00000202', 'u00000203', 'u00000231', 'u00000259', 'u00000260', 'u00000282', 'u00000285', 'u00000312', 'u00000314', 'u00000321', 'u00000333', 'u00000353', 'u00000354', 'u00000373', 'u00000381', 'u00000438', 'u00000451', 'u00000484', 'u00000492', 'u00000496', 'u00000504', 'u00000511', 'u00000548', 'u00000569', 'u00000624', 'u00000653', 'u00000679', 'u00000729', 'u00000740', 'u00000747', 'u00000769', 'u00000772', 'u00000832', 'u00000840', 'u00000856', 'u00000857', 'u00000870', 'u00000886', 'u00000906', 'u00000938', 'u00000944', 'u00000963', 'u00000969', 'u00000974', 'u00000986', 'u00000989'], ['u00000065', 'u00000021', 'u00000237', 'u00000218', 'u00000145', 'u00000204', 'u00000482', 'u00000628', 'u00000891'])
u00000420:(['u00000442', 'u00000024', 'u00000907', 'u00000458', 'u00000744', 'u00000575', 'u00000765', 'u00000210', 'u00000414', 'u00000816', 'u00000397', 'u00000758', 'u00000032', 'u00000435', 'u00000263', 'u00000558', 'u00000925', 'u00000257', 'u00000389', 'u00000613', 'u00000413', 'u00000447', 'u00000039', 'u00000081', 'u00000583', 'u00000491', 'u00000187', 'u00000786', 'u00000769', 'u00000825', 'u00000351'], ['u00000019', 'u00000028', 'u00000064', 'u00000072', 'u00000107', 'u00000121', 'u00000145', 'u00000151', 'u00000181', 'u00000191', 'u00000204', 'u00000205', 'u00000213', 'u00000215', 'u00000223', 'u00000228', 'u00000241', 'u00000274', 'u00000276', 'u00000324', 'u00000364', 'u00000380', 'u00000383', 'u00000403', 'u00000415', 'u00000417', 'u00000429', 'u00000459', 'u00000502', 'u00000516', 'u00000526', 'u00000559', 'u00000578', 'u00000606', 'u00000621', 'u00000626', 'u00000676', 'u00000678', 'u00000720', 'u00000728', 'u00000732', 'u00000736', 'u00000767', 'u00000768', 'u00000777', 'u00000778', 'u00000800', 'u00000807', 'u00000810', 'u00000854', 'u00000857', 'u00000932', 'u00000933', 'u00000987'], ['u00000082', 'u00000110', 'u00000624'])
u00000421:(['u00000005', 'u00000755', 'u00000865', 'u00000060', 'u00000218', 'u00000932', 'u00000681', 'u00000093', 'u00000069', 'u00000229', 'u00000637', 'u00000808', 'u00000249', 'u00000038', 'u00000534', 'u00000670', 'u00000789', 'u00000662', 'u00000664', 'u00000097', 'u00000892', 'u00000233', 'u00000081', 'u00000525', 'u00000862', 'u00000816', 'u00000417', 'u00000970', 'u00000691', 'u00000340', 'u00000104', 'u00000603', 'u00000202', 'u00000801', 'u00000638', 'u00000567', 'u00000690', 'u00000164', 'u00000496', 'u00000634', 'u00000017', 'u00000848', 'u00000411', 'u00000874', 'u00000692', 'u00000071', 'u00000974', 'u00000396', 'u00000740', 'u00000353', 'u00000938', 'u00000505', 'u00000511', 'u00000311', 'u00000572', 'u00000001', 'u00000399', 'u00000471', 'u00000398', 'u00000086', 'u00000188', 'u00000323', 'u00000224', 'u00000727', 'u00000100', 'u00000429', 'u00000489', 'u00000092', 'u00000726', 'u00000821', 'u00000291', 'u00000842', 'u00000708', 'u00000981', 'u00000818', 'u00000028', 'u00000021', 'u00000181', 'u00000314', 'u00000645', 'u00000558', 'u00000185', 'u00000270', 'u00000258', 'u00000855'], ['u00000019', 'u00000025', 'u00000030', 'u00000037', 'u00000057', 'u00000084', 'u00000089', 'u00000121', 'u00000156', 'u00000171', 'u00000199', 'u00000241', 'u00000325', 'u00000347', 'u00000358', 'u00000373', 'u00000374', 'u00000380', 'u00000405', 'u00000443', 'u00000577', 'u00000579', 'u00000586', 'u00000609', 'u00000611', 'u00000615', 'u00000617', 'u00000623', 'u00000627', 'u00000640', 'u00000661', 'u00000675', 'u00000684', 'u00000689', 'u00000715', 'u00000734', 'u00000753', 'u00000781', 'u00000827', 'u00000860', 'u00000864', 'u00000877', 'u00000879', 'u00000889', 'u00000890', 'u00000905', 'u00000933', 'u00000943'], ['u00000404', 'u00000306', 'u00000288', 'u00000394', 'u00000659', 'u00000751'])
u00000422:(['u00000725', 'u00000815', 'u00000398', 'u00000465', 'u00000077', 'u00000859', 'u00000439', 'u00000780', 'u00000672', 'u00000910', 'u00000887', 'u00000610', 'u00000482', 'u00000344', 'u00000322', 'u00000846', 'u00000639', 'u00000804', 'u00000219', 'u00000545', 'u00000281', 'u00000674', 'u00000295', 'u00000002', 'u00000530', 'u00000333', 'u00000227', 'u00000523', 'u00000133', 'u00000387', 'u00000336', 'u00000522', 'u00000684', 'u00000188', 'u00000562', 'u00000251', 'u00000150', 'u00000540', 'u00000582', 'u00000129', 'u00000723', 'u00000706', 'u00000643', 'u00000239', 'u00000410', 'u00000710', 'u00000321', 'u00000813', 'u00000485', 'u00000087', 'u00000442', 'u00000081', 'u00000703', 'u00000964', 'u00000792', 'u00000638', 'u00000366', 'u00000907', 'u00000999', 'u00000590', 'u00000288', 'u00000061', 'u00000644', 'u00000701', 'u00000948', 'u00000666', 'u00000578', 'u00000395'], ['u00000062', 'u00000092', 'u00000115', 'u00000119', 'u00000128', 'u00000156', 'u00000159', 'u00000199', 'u00000203', 'u00000240', 'u00000241', 'u00000249', 'u00000257', 'u00000263', 'u00000277', 'u00000300', 'u00000328', 'u00000329', 'u00000349', 'u00000380', 'u00000419', 'u00000450', 'u00000451', 'u00000455', 'u00000462', 'u00000526', 'u00000588', 'u00000614', 'u00000634', 'u00000655', 'u00000657', 'u00000663', 'u00000664', 'u00000695', 'u00000724', 'u00000744', 'u00000745', 'u00000749', 'u00000759', 'u00000763', 'u00000766', 'u00000767', 'u00000777', 'u00000793', 'u00000800', 'u00000801', 'u00000864', 'u00000909', 'u00000924', 'u00000960', 'u00000977', 'u00000984', 'u00000986', 'u00000994'], ['u00000137', 'u00000299', 'u00000233', 'u00000700', 'u00000796'])
u00000423:(['u00000129', 'u00000063', 'u00000556', 'u00000976', 'u00000312', 'u00000219', 'u00000439', 'u00000467', 'u00000642', 'u00000172', 'u00000858', 'u00000299', 'u00000374', 'u00000247', 'u00000347', 'u00000604', 'u00000999', 'u00000617', 'u00000073', 'u00000245', 'u00000225', 'u00000546', 'u00000025', 'u00000595', 'u00000973', 'u00000813', 'u00000246', 'u00000115', 'u00000833', 'u00000015', 'u00000860', 'u00000545', 'u00000173', 'u00000499', 'u00000205', 'u00000270', 'u00000575', 'u00000991', 'u00000200'], ['u00000047', 'u00000058', 'u00000094', 'u00000107', 'u00000110', 'u00000134', 'u00000135', 'u00000169', 'u00000199', 'u00000206', 'u00000221', 'u00000222', 'u00000236', 'u00000241', 'u00000251', 'u00000259', 'u00000261', 'u00000271', 'u00000293', 'u00000350', 'u00000376', 'u00000399', 'u00000406', 'u00000407', 'u00000443', 'u00000458', 'u00000463', 'u00000469', 'u00000485', 'u00000505', 'u00000529', 'u00000532', 'u00000542', 'u00000580', 'u00000581', 'u00000585', 'u00000599', 'u00000608', 'u00000618', 'u00000658', 'u00000674', 'u00000691', 'u00000722', 'u00000729', 'u00000741', 'u00000742', 'u00000807', 'u00000808', 'u00000812', 'u00000819', 'u00000822', 'u00000837', 'u00000857', 'u00000863', 'u00000873', 'u00000919', 'u00000928', 'u00000944', 'u00000977', 'u00000981'], ['u00000284', 'u00000320', 'u00000427', 'u00000453'])
u00000424:(['u00000927', 'u00000982', 'u00000652', 'u00000247', 'u00000093', 'u00000684', 'u00000592', 'u00000090', 'u00000038', 'u00000410', 'u00000711', 'u00000774', 'u00000689', 'u00000826', 'u00000680', 'u00000392', 'u00000563', 'u00000643', 'u00000690', 'u00000507', 'u00000415', 'u00000069', 'u00000823', 'u00000160', 'u00000073', 'u00000499', 'u00000095', 'u00000133', 'u00000702', 'u00000735', 'u00000180', 'u00000797', 'u00000252', 'u00000676', 'u00000493', 'u00000897', 'u00000576', 'u00000255', 'u00000484', 'u00000136', 'u00000742', 'u00000332', 'u00000346', 'u00000006', 'u00000401', 'u00000281', 'u00000969', 'u00000754', 'u00000992', 'u00000125', 'u00000918'], ['u00000004', 'u00000011', 'u00000032', 'u00000039', 'u00000063', 'u00000067', 'u00000068', 'u00000101', 'u00000116', 'u00000144', 'u00000168', 'u00000184', 'u00000198', 'u00000204', 'u00000218', 'u00000241', 'u00000261', 'u00000283', 'u00000285', 'u00000300', 'u00000330', 'u00000340', 'u00000341', 'u00000347', 'u00000378', 'u00000398', 'u00000426', 'u00000442', 'u00000452', 'u00000454', 'u00000458', 'u00000469', 'u00000480', 'u00000490', 'u00000504', 'u00000539', 'u00000547', 'u00000559', 'u00000572', 'u00000579', 'u00000583', 'u00000584', 'u00000605', 'u00000625', 'u00000633', 'u00000642', 'u00000650', 'u00000688', 'u00000712', 'u00000727', 'u00000729', 'u00000757', 'u00000785', 'u00000791', 'u00000807', 'u00000811', 'u00000812', 'u00000819', 'u00000821', 'u00000828', 'u00000839', 'u00000840', 'u00000905', 'u00000906', 'u00000936', 'u00000949', 'u00000980'], ['u00000314', 'u00000271', 'u00000441', 'u00000795', 'u00000856'])
u00000425:(['u00000558', 'u00000912', 'u00000492', 'u00000272', 'u00000162', 'u00000065', 'u00000628', 'u00000723', 'u00000845', 'u00000984', 'u00000898', 'u00000432', 'u00000226', 'u00000508', 'u00000885', 'u00000724', 'u00000397', 'u00000281', 'u00000908', 'u00000469', 'u00000188', 'u00000643', 'u00000850', 'u00000721', 'u00000954', 'u00000064', 'u00000107', 'u00000328', 'u00000460', 'u00000575', 'u00000820', 'u00000910', 'u00000023', 'u00000404', 'u00000983', 'u00000007', 'u00000529', 'u00000989', 'u00000705', 'u00000396', 'u00000570', 'u00000034'], ['u00000005', 'u00000025', 'u00000072', 'u00000129', 'u00000144', 'u00000148', 'u00000163', 'u00000178', 'u00000183', 'u00000196', 'u00000229', 'u00000237', 'u00000240', 'u00000266', 'u00000274', 'u00000292', 'u00000299', 'u00000312', 'u00000317', 'u00000318', 'u00000324', 'u00000343', 'u00000430', 'u00000443', 'u00000461', 'u00000466', 'u00000523', 'u00000532', 'u00000542', 'u00000554', 'u00000562', 'u00000584', 'u00000606', 'u00000652', 'u00000658', 'u00000673', 'u00000756', 'u00000791', 'u00000800', 'u00000808', 'u00000813', 'u00000814', 'u00000828', 'u00000855', 'u00000865', 'u00000876', 'u00000888', 'u00000889', 'u00000899', 'u00000961', 'u00000999'], ['u00000142', 'u00000548'])
u00000426:(['u00000224', 'u00000450', 'u00000252', 'u00000498', 'u00000721', 'u00000311', 'u00000852', 'u00000429', 'u00000906', 'u00000593', 'u00000796', 'u00000067', 'u00000280', 'u00000505', 'u00000147', 'u00000328', 'u00000266', 'u00000015', 'u00000394', 'u00000716', 'u00000838', 'u00000057', 'u00000524', 'u00000235', 'u00000676', 'u00000956', 'u00000564', 'u00000050', 'u00000697', 'u00000583', 'u00000565', 'u00000879', 'u00000080', 'u00000217', 'u00000778', 'u00000008', 'u00000954', 'u00000898', 'u00000473', 'u00000711', 'u00000987', 'u00000717', 'u00000738', 'u00000424', 'u00000268', 'u00000036', 'u00000827', 'u00000631', 'u00000133', 'u00000982', 'u00000037', 'u00000712', 'u00000617', 'u00000818', 'u00000930', 'u00000679', 'u00000581', 'u00000641', 'u00000831', 'u00000166', 'u00000485', 'u00000807'], ['u00000016', 'u00000018', 'u00000044', 'u00000046', 'u00000073', 'u00000078', 'u00000086', 'u00000107', 'u00000178', 'u00000185', 'u00000190', 'u00000191', 'u00000203', 'u00000234', 'u00000255', 'u00000283', 'u00000308', 'u00000309', 'u00000324', 'u00000352', 'u00000375', 'u00000377', 'u00000386', 'u00000407', 'u00000436', 'u00000447', 'u00000487', 'u00000494', 'u00000535', 'u00000539', 'u00000569', 'u00000576', 'u00000592', 'u00000620', 'u00000624', 'u00000636', 'u00000657', 'u00000674', 'u00000689', 'u00000718', 'u00000739', 'u00000757', 'u00000762', 'u00000768', 'u00000769', 'u00000780', 'u00000784', 'u00000806', 'u00000824', 'u00000839', 'u00000872', 'u00000905', 'u00000963', 'u00000976', 'u00000991'], ['u00000161', 'u00000374', 'u00000093'])
u00000427:(['u00000910', 'u00000196', 'u00000019', 'u00000121', 'u00000964', 'u00000982', 'u00000834', 'u00000306', 'u00000117', 'u00000283', 'u00000016', 'u00000119', 'u00000118', 'u00000521', 'u00000878', 'u00000781', 'u00000237', 'u00000558', 'u00000854', 'u00000447', 'u00000940', 'u00000232', 'u00000728', 'u00000244', 'u00000819', 'u00000619', 'u00000346', 'u00000296', 'u00000269', 'u00000197', 'u00000637', 'u00000617', 'u00000104', 'u00000203', 'u00000659', 'u00000442', 'u00000015', 'u00000765', 'u00000899', 'u00000663', 'u00000300', 'u00000621', 'u00000057', 'u00000955', 'u00000012', 'u00000025', 'u00000362', 'u00000803', 'u00000811', 'u00000060', 'u00000605', 'u00000247', 'u00000760', 'u00000775', 'u00000009', 'u00000213', 'u00000868', 'u00000113', 'u00000284', 'u00000735', 'u00000759', 'u00000667', 'u00000626', 'u00000195', 'u00000747', 'u00000030', 'u00000450', 'u00000212', 'u00000406', 'u00000334', 'u00000476', 'u00000839', 'u00000181', 'u00000240', 'u00000771', 'u00000776', 'u00000661', 'u00000922', 'u00000917', 'u00000682', 'u00000168', 'u00000010', 'u00000224', 'u00000097', 'u00000478', 'u00000638', 'u00000888', 'u00000210'], ['u00000020', 'u00000055', 'u00000063', 'u00000077', 'u00000081', 'u00000086', 'u00000096', 'u00000098', 'u00000103', 'u00000106', 'u00000164', 'u00000223', 'u00000225', 'u00000238', 'u00000259', 'u00000262', 'u00000314', 'u00000320', 'u00000323', 'u00000326', 'u00000385', 'u00000404', 'u00000407', 'u00000432', 'u00000433', 'u00000440', 'u00000443', 'u00000464', 'u00000471', 'u00000473', 'u00000495', 'u00000520', 'u00000568', 'u00000571', 'u00000575', 'u00000580', 'u00000618', 'u00000636', 'u00000645', 'u00000657', 'u00000658', 'u00000669', 'u00000674', 'u00000737', 'u00000805', 'u00000812', 'u00000818', 'u00000861', 'u00000873', 'u00000898', 'u00000902', 'u00000909', 'u00000920', 'u00000946'], ['u00000423', 'u00000967'])
